Clearing,Globex,Floor,ClearPort,Product Name,Product Group,Subgroup,Category,Sub-Category,Cleared As,Exchange,Volume,Open Interest
XAE,XAE,XAE,-,E-mini Energy Sector Futures,Equities,Select Sector Index,-,-,Futures,CME,0,0
1H,-,-,-,Euro FX/Japanese Yen Weekly Option Wk 1,FX,G10,-,-,Options,CME,0,0
1I,-,-,-,Euro FX/Swiss Franc Weekly Option Wk 1,FX,G10,-,-,Options,CME,0,0
1M,-,-,-,Mexican Peso Weekly Option Wk 1,FX,Emerging Market,-,-,Options,CME,0,0
1N,-,-,-,South African Rand Weekly Options Wk 1,FX,Emerging Market,-,-,Options,CME,0,0
DNM,DNM,DNM,DNM,Daily Crude Oil Calendar Spread (1 Month) Options,Energy,Crude Oil,-,Spreads,Options,NYMEX,0,0
DTM,DTM,DTM,DTM,Daily Crude Oil Calendar Spread (2 Month) Options,Energy,Crude Oil,-,Spreads,Options,NYMEX,0,0
I7,AI7,I7,I7,ERCOT North 345 kV Hub 5 MW Peak Calendar-Day Futures,Energy,Electricity,ERCOT,Daily Peak,Futures,NYMEX,0,0
J6,J6,J6,J6,"Columbia Gulf, Louisiana Natural Gas (Platts Gas Daily) Swing Futures",Energy,Natural Gas,-,Swing,Futures,NYMEX,0,0
TCF,-,TCF,TCF,Freight Route TC5 (Platts) Average Price Options,Energy,Freight,Wet,-,Options,NYMEX,0,0
TZ,TZ,TZ,TZ,"Transco Zone 6 Natural Gas (Platts IFERC) ""Pipe"" Option",Energy,Natural Gas,-,Outrights,Options,NYMEX,0,0
V7,V7,V7,V7,Argus WTI Trade Month Futures,Energy,Crude Oil,-,Outrights,Futures,NYMEX,0,0
1Q,A1Q,1Q,1Q,NY Jet Fuel (Platts) Futures,Energy,Refined Products,North American,Outrights,Futures,NYMEX,0,0
29,29,29,29,"Argus Sour Crude Index (""ASCI"") Trade Month Futures",Energy,Crude Oil,-,Outrights,Futures,NYMEX,0,0
2C,2C,2C,2C,Chicago Unleaded Gasoline (Platts) Futures,Energy,Refined Products,North American,Outrights,Futures,NYMEX,0,0
2K,B2K,2K,2K,CAISO SP15 EZ Gen Hub 5 MW Off-Peak Calendar-Day Real-Time LMP Futures,Energy,Electricity,Western Power,Daily Off-Peak,Futures,NYMEX,0,0
SDV,SDV,SDV,-,US-Nd Sovereign Yield Spread Futures,Interest Rate,Sovereign Yield Spreads,-,-,Futures,CME,0,0
KDV,KDV,KDV,-,UK-Nd Sovereign Yield Spread Futures,Interest Rate,Sovereign Yield Spreads,-,-,Futures,CME,0,0
SFT,-,SFT,SFT,Supramax Timecharter Average (Baltic) Futures,Energy,Freight,Dry,-,Futures,NYMEX,0,0
31,31,31,31,Mont Belvieu LDH Propane (OPIS) vs. Argus Propane Far East Index Futures,Energy,Petrochemicals,Arb,Financial,Futures,NYMEX,0,0
V6E,V6E,V6E,-,Euro FX Volatility Options (American),FX,G10,-,-,Options,CME,0,0
AD2,XA2,AD2,-,Australian Dollar/Euro Style Options Wk 2,FX,G10,-,-,Options,CME,0,0
AD4,XA4,AD4,-,Australian Dollar/Euro Style Options Wk 4,FX,G10,-,-,Options,CME,0,0
AD5,XA5,-,-,Australian Dollar/Euro Style Options Wk 5,FX,G10,-,-,Options,CME,0,0
VXA,VXA,VXA,-,Australian Dollar Volatility Option (European),FX,G10,-,-,Options,CME,0,0
VAA,VAA,-,-,Australian Dollar Weekly Volatility Options (European) Wk 1,FX,G10,-,-,Options,CME,0,0
VAB,VAB,VAB,-,Australian Dollar Weekly Volatility Options (European) Wk 2,FX,G10,-,-,Options,CME,0,0
VAC,VAC,VAC,-,Australian Dollar Weekly Volatility Options (European) Wk 3,FX,G10,-,-,Options,CME,0,0
VAD,VAD,VAD,-,Australian Dollar Weekly Volatility Options (European) Wk 4,FX,G10,-,-,Options,CME,0,0
VAE,VAE,-,-,Australian Dollar Weekly Volatility Options (European) Wk 5,FX,G10,-,-,Options,CME,0,0
3YR,Z3N,3YR,-,3-Year Note Futures,Interest Rate,US Treasury,-,-,Futures,CBT,0,0
NG,OSA,NGC / NGP,-,5-Year Interest Rate Swap Options,Interest Rate,Financially-Settled Swaps,-,-,Options,CBT,0,0
RME,RME,RME,RME,Chinese Renminbi/Euro Futures,FX,Emerging Market,-,-,Futures,CME,0,0
GI,GD,GI,-,Goldman Sachs C.I. Option,Agriculture,Commodity Index,-,-,Options,CME,0,0
1W,XS1,1W,-,Swiss Franc/Euro Style Options Wk 1,FX,G10,-,-,Options,CME,0,0
TRY,TRY,-,TRY,Turkish Lira Options,FX,Emerging Market,-,-,Options,CME,0,0
2W,XS2,2W,-,Swiss Franc/Euro Style Options Wk 2,FX,G10,-,-,Options,CME,0,0
3W,XS3,3W,-,Swiss Franc/Euro Style Options Wk 3,FX,G10,-,-,Options,CME,0,0
PCL,PCL,PCL,PCL,Certified Emission Reduction (CERplus) Options,Energy,Emissions,ISO-NE,CDM,Options,NYMEX,0,0
CPE,CPE,CPE,CPE,Certified Emission Reduction (CERplus) Serial Options,Energy,Emissions,ISO-NE,CDM,Options,NYMEX,0,0
RUE,RUE,RUE,RUE,Emission Reduction Unit (ERU) Serial Options,Energy,Emissions,NYISO,JI,Options,NYMEX,0,0
AD1,XA1,AD1,-,Australian Dollar/Euro Style Options Wk 1,FX,G10,-,-,Options,CME,0,0
LBA,LBA,LBA,-,Barclays U.S. Aggregate Bond Index Futures,Interest Rate,Interest Rate Index,-,-,Futures,CME,0,0
M6S,M6S,M6S,M6S,E-micro American Dollar/Swiss Franc Futures,FX,E Micros,-,-,Futures,CME,0,0
4W,XS4,4W,-,Swiss Franc/Euro Style Options Wk 4,FX,G10,-,-,Options,CME,0,0
OSP,OSS,OSP,-,3-Month Overnight Index Swap (OIS) Options,Interest Rate,Stirs,-,-,Options,CME,0,0
66,OSR,NIC / NIP,-,10-Year Interest Rate Swap Options,Interest Rate,Financially-Settled Swaps,-,-,Options,CBT,0,0
PPD,PPD,-,PPD,Pine Prairie Physical Natural Gas Daily Futures,Energy,Natural Gas,-,Outrights,Futures,NYMEX,0,0
RF,RF,RF,-,Euro/Swiss Franc Options,FX,G10,-,-,Options,CME,0,0
PPB,PPB,-,PPB,Pine Prairie Physical Natural Gas BALMO Futures,Energy,Natural Gas,-,Outrights,Futures,NYMEX,0,0
SM6,MC6,SM6,-,Soybean Meal July-Dec CSO,Agriculture,Grain And Oilseed,-,-,Options,CBT,0,0
MYC,CZM,MYC,-,Consecutive Soybean Meal CSO,Agriculture,Grain And Oilseed,-,-,Options,CBT,0,0
LC4,LE4,LC4,-,Live Cattle Weekly Options Wk 4,Agriculture,Livestock,-,-,Options,CME,0,0
LC5,LE5,LC5,-,Live Cattle Weekly Options Wk 5,Agriculture,Livestock,-,-,Options,CME,0,0
KD,KDB,KD,KD,Natural Gas (Henry Hub) Daily Physical Options,Energy,Natural Gas,-,Outrights,Options,NYMEX,2550,0
VA,CCR,CCR,VA,Certified Emission Reduction (CER) Futures,Energy,Emissions,-,CDM,Futures,NYMEX,0,0
CW6,WC6,CW6,-,Wheat Dec-July CSO,Agriculture,Grain And Oilseed,-,-,Options,CBT,0,0
SC4,SZ4,SC4,-,Soybean Aug-Nov CSO,Agriculture,Grain And Oilseed,-,-,Options,CBT,0,0
C0C,L0C,C0C,-,3rd contract back Live Cattle CSO,Agriculture,Livestock,-,-,Options,CME,0,0
R0A,B0A,R0A,-,1st contract back Lean Hog CSO,Agriculture,Livestock,-,-,Options,CME,0,0
R0B,B0B,R0B,-,2nd contract back Lean Hog CSO,Agriculture,Livestock,-,-,Options,CME,0,0
R0D,B0D,R0D,-,4th contract back Lean Hog CSO,Agriculture,Livestock,-,-,Options,CME,0,0
R0E,B0E,R05,-,5th contract back Lean Hog CSO,Agriculture,Livestock,-,-,Options,CME,0,0
7I,O7I,7I,-,7-Year Interest Rate Swap Options,Interest Rate,Financially-Settled Swaps,-,-,Options,CBT,0,0
I3,OI3,ONZ,-,30-Year Interest Rate Swap Options,Interest Rate,Financially-Settled Swaps,-,-,Options,CBT,0,0
CCZ,12C,12C,-,Corn Dec-Dec CSO,Agriculture,Grain And Oilseed,-,-,Options,CBT,0,0
KSC,SZK,KSC,-,Soybean Jan-May CSO,Agriculture,Grain And Oilseed,-,-,Options,CBT,0,0
SX9,SZ9,SX9,-,Soybean Nov-July CSO,Agriculture,Grain And Oilseed,-,-,Options,CBT,0,0
6S,CRE,6S,6S,In Delivery Month Certified Emission Reduction (CER) Futures,Energy,Emissions,-,CDM,Futures,NYMEX,0,0
QN,QCN,QN,-,E-mini NASDAQ Composite Futures,Equities,US Index,-,-,Futures,CME,0,0
5X,600000,5X,-,Euro FX Weekly Options Wk 5,FX,G10,-,-,Options,CME,1523,0
5Y,5O,5Y,-,Japanese Yen/Euro Style Options Wk 5,FX,G10,-,-,Options,CME,0,0
5P,XB5,5P,-,British Pound/Euro Style Options Wk 5,FX,G10,-,-,Options,CME,0,0
EH,OEH,EH,-,Ethanol Options,Energy,Ethanol,-,-,Options,CBT,0,0
VTD,VTD,VTD,-,Euro FX Weekly Volatility Options (European) Wk 4,FX,G10,-,-,Options,CME,0,0
CD,ICD,CD,CD,Light Sweet Crude Oil (WTI) Daily Physical Option,Energy,Crude Oil,-,Outrights,Options,NYMEX,0,0
WB,WB,WB,WB,WTI Crude Oil 2 Month Physical Spread Option,Energy,Crude Oil,-,Spreads,Options,NYMEX,0,0
WC,WC,WC,WC,WTI Crude Oil 3 Month Physical Spread Option,Energy,Crude Oil,-,Spreads,Options,NYMEX,0,0
AB,AB,AB,AB,Brent Crude Oil 2 Month Spread Option,Energy,Crude Oil,-,Outrights,Options,NYMEX,0,0
AC,AC,AC,AC,Brent Crude Oil 3 Month Spread Option,Energy,Crude Oil,-,Outrights,Options,NYMEX,0,0
AM,AM,AM,AM,Brent Crude Oil 6 Month Spread Option,Energy,Crude Oil,-,Outrights,Options,NYMEX,0,0
AZ,AZ,AZ,AZ,Brent Crude Oil 12 Month Spread Option,Energy,Crude Oil,-,Outrights,Options,NYMEX,0,0
FZ,AFZ,FZ,FZ,Heating Oil 12 Month Calendar Spread Options,Energy,Refined Products,North American,Spreads,Options,NYMEX,0,0
ZB,AZB,ZB,ZB,RBOB Gasoline 2 Month Calendar Spread Options,Energy,Refined Products,North American,Spreads,Options,NYMEX,0,0
VA3,VA3,VA3,-,Australian Dollar Weekly Volatility Options (American) Wk 3,FX,G10,-,-,Options,CME,0,0
VA4,VA4,VA4,-,Australian Dollar Weekly Volatility Options (American) Wk 4,FX,G10,-,-,Options,CME,0,0
VA5,VA5,-,-,Australian Dollar Weekly Volatility Options (American) Wk 5,FX,G10,-,-,Options,CME,0,0
V6B,V6B,V6B,-,British Pound Volatility Options (American),FX,G10,-,-,Options,CME,0,0
VB1,VB1,-,-,British Pound Weekly Volatility Options (American) Wk 1,FX,G10,-,-,Options,CME,0,0
VB2,VB2,VB2,-,British Pound Weekly Volatility Options (American) Wk 2,FX,G10,-,-,Options,CME,0,0
VB4,VB4,VB4,-,British Pound Weekly Volatility Options (American) Wk 4,FX,G10,-,-,Options,CME,0,0
VB5,VB5,-,-,British Pound Weekly Volatility Options (American) Wk 5,FX,G10,-,-,Options,CME,0,0
VXB,VXB,VXB,-,British Pound Volatility Options (European),FX,G10,-,-,Options,CME,0,0
VBA,VBA,-,-,British Pound Weekly Volatility Options (European) Wk 1,FX,G10,-,-,Options,CME,0,0
VBB,VBB,VBB,-,British Pound Weekly Volatility Options (European) Wk 2,FX,G10,-,-,Options,CME,0,0
VBD,VBD,VBD,-,British Pound Weekly Volatility Options (European) Wk 4,FX,G10,-,-,Options,CME,0,0
V6C,V6C,V6C,-,Canadian Dollar Volatility Options (American),FX,G10,-,-,Options,CME,0,0
VC1,VC1,-,-,Canadian Dollar Weekly Volatility Options (American) Wk 1,FX,G10,-,-,Options,CME,0,0
VC2,VC2,VC2,-,Canadian Dollar Weekly Volatility Options (American) Wk 2,FX,G10,-,-,Options,CME,0,0
VC3,VC3,VC3,-,Canadian Dollar Weekly Volatility Options (American) Wk 3,FX,G10,-,-,Options,CME,0,0
VC4,VC4,VC4,-,Canadian Dollar Weekly Volatility Options (American) Wk 4,FX,G10,-,-,Options,CME,0,0
VC5,VC5,-,-,Canadian Dollar Weekly Volatility Options (American) Wk 5,FX,G10,-,-,Options,CME,0,0
PPM,PPM,-,PPM,Pine Prairie Physical Natural Gas Monthly Futures,Energy,Natural Gas,-,Outrights,Futures,NYMEX,0,0
K08,K08,-,-,SGI WISE US Long/Short Index Futures,Equities,Custom Index,-,-,Futures,CME,0,0
5M,A5M,5M,5M,SoCal Natural Gas (Platts IFERC) Basis Option,Energy,Natural Gas,-,Basis,Options,NYMEX,0,0
VTA,VTA,-,-,Euro FX Weekly Volatility Options (European) Wk 1,FX,G10,-,-,Options,CME,0,0
IAY,IAY,IA,IA,Natural Gas 1 Month Calendar Spread Options,Energy,Natural Gas,-,Outrights,Options,NYMEX,0,0
CHY,CHY,CH,CH,Heating Oil Crack Spread Options,Energy,Refined Products,North American,Crack Spreads,Options,NYMEX,0,0
RX,RXY,RX,RX,RBOB Crack Spread Options,Energy,Refined Products,-,Outrights,Options,NYMEX,0,0
GDI,-,-,GDI,S&P GSCI ER Gold Swap,Agriculture,Commodity Index,-,-,Futures,CME,0,0
DSO,DSQ,DSO,DSO,Dow Jones Palo Verde Electricity Price Index 5 MW Off-Peak Futures,Energy,Electricity,Western Power,Daily Off-Peak,Futures,NYMEX,0,0
VTB,VTB,VTB,-,Euro FX Weekly Volatility Options (European) Wk 2,FX,G10,-,-,Options,CME,0,0
VTC,VTC,VTC,-,Euro FX Weekly Volatility Options (European) Wk 3,FX,G10,-,-,Options,CME,0,0
VTE,VTE,-,-,Euro FX Weekly Volatility Options (European) Wk 5,FX,G10,-,-,Options,CME,0,0
7I,7I,7I,-,7-Year Interest Rate Swap Futures,Interest Rate,Financially-Settled Swaps,-,-,Futures,CBT,0,0
R2,REB,REB,R2,Russian Export Blend Crude Oil (REBCO) Financial Futures,Energy,Crude Oil,-,Outrights,Futures,NYMEX,0,0
ODB,ODB,ODB,OS,Brent Crude Oil Options,Energy,Crude Oil,-,Outrights,Options,NYMEX,0,0
DNE,DNE,DNE,-,NASDAQ 100 End-of-Month Options,Equities,US Index,-,-,Options,CME,0,0
GCO,-,-,GCO,S&P GSCI Crude Oil ER Swap,Agriculture,Commodity Index,-,-,Futures,CME,0,0
VE3,VE3,VE3,-,Euro FX Weekly Volatility Options (American) Wk 3,FX,G10,-,-,Options,CME,0,0
VE4,VE4,VE4,-,Euro FX Weekly Volatility Options (American) Wk 4,FX,G10,-,-,Options,CME,0,0
VE5,VE5,-,-,Euro FX Weekly Volatility Options (American) Wk 5,FX,G10,-,-,Options,CME,0,0
MZ2,ZM2,MZ2,-,Soybean Meal Weekly Options Wk 2,Agriculture,Grain And Oilseed,-,-,Options,CBT,0,0
MZ3,ZM3,MZ3,-,Soybean Meal Weekly Options Wk 3,Agriculture,Grain And Oilseed,-,-,Options,CBT,0,0
MZ4,ZM4,MZ4,-,Soybean Meal Weekly Options Wk 4,Agriculture,Grain And Oilseed,-,-,Options,CBT,0,0
MZ5,ZM5,MZ5,-,Soybean Meal Weekly Options Wk 5,Agriculture,Grain And Oilseed,-,-,Options,CBT,0,0
OZ1,ZL1,OZ1,-,Soybean Oil Weekly Options Wk 1,Agriculture,Grain And Oilseed,-,-,Options,CBT,0,0
OZ2,ZL2,OZ2,-,Soybean Oil Weekly Options Wk 2,Agriculture,Grain And Oilseed,-,-,Options,CBT,0,0
C1,AC1,C1,C1,Central Appalachian Coal Options,Energy,Coal,-,-,Options,NYMEX,0,0
OZ3,ZL3,OZ3,-,Soybean Oil Weekly Options Wk 3,Agriculture,Grain And Oilseed,-,-,Options,CBT,0,0
OZ4,ZL4,OZ4,-,Soybean Oil Weekly Options Wk 4,Agriculture,Grain And Oilseed,-,-,Options,CBT,0,0
31,-,BCX,-,Soybean Crush Future,Agriculture,Grain And Oilseed,-,-,Futures,CBT,0,0
OZ5,ZL5,OZ5,-,Soybean Oil Weekly Options Wk 5,Agriculture,Grain And Oilseed,-,-,Options,CBT,0,0
OSP,OSS,OSP,-,3-Month Overnight Index Swap (OIS) Futures,Interest Rate,Stirs,-,-,Futures,CME,0,0
DG3,-,DG3,DG3,DJ-UBS 3MO OTC FUT,Agriculture,Commodity Index,-,-,Futures,CBT,0,0
RP,RP,RP,-,Euro/British Pound Options,FX,G10,-,-,Options,CME,0,0
RJ,RGI,RGI,RJ,Regional Greenhouse Gas Initiative (RGGI) CO2 Allowance Futures,Energy,Emissions,-,RGGI,Futures,NYMEX,0,0
EUE,YUE,EUE,EUE,ERCOT South 345 kV Hub Day-Ahead 5 MW Peak Futures,Energy,Electricity,ERCOT,Monthly Peak,Futures,NYMEX,0,0
IS5,IS5,-,-,Israeli Shekel Options Wk 5,FX,Emerging Market,-,-,Options,CME,0,0
EME,EME,EME,-,Emini S&P 500 Euro Denominated Futures,Equities,US Index,-,-,Futures,CME,0,0
MD,MD,MD,-,S&P MidCap 400 Options,Equities,US Index,-,-,Options,CME,0,0
SMC,SMC,SMC,-,E-mini S&P SmallCap 600 Index Options,Equities,US Index,-,-,Options,CME,0,0
CSI,CSI,CSI,-,Soybean-Corn Price Ratio Synthetic Future,Agriculture,Grain And Oilseed,-,-,Futures,CBT,0,0
RA,-,RA,-,South African Rand Options,FX,Emerging Market,-,-,Options,CME,0,0
71,-,COS / POS,71,Ethanol Forward Month Swap Options,Energy,Ethanol,North American,Outrights,Futures,CBT,0,0
NK,-,KN / JN,-,Nikkei Options,Equities,International Index,-,-,Options,CME,0,0
SPO,SPO,SP1,-,Eurodollar Calendar Spread Options,Interest Rate,Stirs,-,-,Options,CME,0,0
VXT,VXT,VXT,-,Euro FX Volatility Options (European),FX,G10,-,-,Options,CME,0,0
RME,RME,RME,RME,Chinese Renminbi/Euro Options,FX,Emerging Market,-,-,Options,CME,0,0
RMY,RMY,RMY,RMY,Chinese Renminbi/JPY Options,FX,Emerging Market,-,-,Options,CME,0,0
SG,SG,SG,-,S&P Growth Options,Equities,US Index,-,-,Options,CME,0,0
ICP,-,ICP,-,"Iron Ore 62% Fe, CFR North China (Platts) Average Price Option",Metals,Ferrous,-,-,Options,NYMEX,0,0
K,ECK,ECZ,K,Euro/Czech Koruna Futures,FX,Emerging Market,-,-,Futures,CME,0,0
R,EHF,EHU,R,Euro/Hungarian Forint Futures,FX,Emerging Market,-,-,Futures,CME,0,0
K,ECZ,ECZ,K,Euro/Czech Koruna Options,FX,Emerging Market,-,-,Options,CME,0,0
RE,RE,RE,RE,Russian Export Blend Crude Oil (REBCO) Physical Futures,Energy,Crude Oil,-,Outrights,Futures,NYMEX,0,0
QU,QU,QU,-,E-mini Gasoline Futures,Energy,Refined Products,-,-,Futures,NYMEX,0,0
DG2,-,DG2,DG2,DJ-UBS 2MO OTC FUT,Agriculture,Commodity Index,-,-,Futures,CBT,0,0
K07,K07,-,-,SGI WISE US Bottom Index Futures,Equities,Custom Index,-,-,Futures,CME,0,0
LC1,LE1,LC1,-,Live Cattle Weekly Options Wk 1,Agriculture,Livestock,-,-,Options,CME,0,0
LC2,LE2,LC2,-,Live Cattle Weekly Options Wk 2,Agriculture,Livestock,-,-,Options,CME,0,0
LC3,LE3,LC3,-,Live Cattle Weekly Options Wk 3,Agriculture,Livestock,-,-,Options,CME,0,0
BSW,BSW,BSW,-,Black Sea Wheat Futures,Agriculture,Grain And Oilseed,-,-,Futures,CBT,0,0
VXC,VXC,VXC,-,Canadian Dollar Volatility Options (European),FX,G10,-,-,Options,CME,0,0
VCA,VCA,-,-,Canadian Dollar Weekly Volatility Options (European) Wk 1,FX,G10,-,-,Options,CME,0,0
VCB,VCB,VCB,-,Canadian Dollar Weekly Volatility Options (European) Wk 2,FX,G10,-,-,Options,CME,0,0
VCC,VCC,VCC,-,Canadian Dollar Weekly Volatility Options (European) Wk 3,FX,G10,-,-,Options,CME,0,0
VCD,VCD,VCD,-,Canadian Dollar Weekly Volatility Options (European) Wk 4,FX,G10,-,-,Options,CME,0,0
VCE,VCE,-,-,Canadian Dollar Weekly Volatility Options (European) Wk 5,FX,G10,-,-,Options,CME,0,0
VJ1,VJ1,-,-,Japanese Yen Weekly Volatility Options (American) Wk 1,FX,G10,-,-,Options,CME,0,0
VJ2,VJ2,VJ2,-,Japanese Yen Weekly Volatility Options (American) Wk 2,FX,G10,-,-,Options,CME,0,0
VJ3,VJ3,VJ3,-,Japanese Yen Weekly Volatility Options (American) Wk 3,FX,G10,-,-,Options,CME,0,0
VJ4,VJ4,VJ4,-,Japanese Yen Weekly Volatility Options (American) Wk 4,FX,G10,-,-,Options,CME,0,0
VJ5,VJ5,-,-,Japanese Yen Weekly Volatility Options (American) Wk 5,FX,G10,-,-,Options,CME,0,0
VXJ,VXJ,VXJ,-,Japanese Yen Volatility Options (European),FX,G10,-,-,Options,CME,0,0
VJA,VJA,-,-,Japanese Yen Weekly Volatility Options (European) Wk 1,FX,G10,-,-,Options,CME,0,0
VJB,VJB,VJB,-,Japanese Yen Weekly Volatility Options (European) Wk 2,FX,G10,-,-,Options,CME,0,0
VJC,VJC,VJC,-,Japanese Yen Weekly Volatility Options (European) Wk 3,FX,G10,-,-,Options,CME,0,0
VJD,VJD,VJD,-,Japanese Yen Weekly Volatility Options (European) Wk 4,FX,G10,-,-,Options,CME,0,0
VJE,VJE,-,-,Japanese Yen Weekly Volatility Options (European) Wk 5,FX,G10,-,-,Options,CME,0,0
KR1,KR1,KR1,-,Korean Won Options Wk 1,FX,Emerging Market,-,-,Options,CME,0,0
V6A,V6A,V6A,-,Australian Dollar Volatility Options (American),FX,G10,-,-,Options,CME,0,0
RB2,RB2,RB2,-,Chinese Renminbi/USD Options Wk 2,FX,Emerging Market,-,-,Options,CME,0,0
RB4,RB4,RB4,-,Chinese Renminbi/USD Options Wk 4,FX,Emerging Market,-,-,Options,CME,0,0
RB5,RB5,-,-,Chinese Renminbi/USD Options Wk 5,FX,Emerging Market,-,-,Options,CME,0,0
RE1,RE1,RE1,-,Chinese Renminbi/Euro Options Wk 1,FX,Emerging Market,-,-,Options,CME,0,0
KR3,KR3,KR3,-,Korean Won Options Wk 3,FX,Emerging Market,-,-,Options,CME,0,0
KR4,KR4,KR4,-,Korean Won Options Wk 4,FX,Emerging Market,-,-,Options,CME,0,0
KR5,KR5,-,-,Korean Won Options Wk 5,FX,Emerging Market,-,-,Options,CME,0,0
RB1,RB1,RB1,-,Chinese Renminbi/USD Options Wk 1,FX,Emerging Market,-,-,Options,CME,0,0
VS1,VS1,-,-,Swiss Franc Weekly Volatility Options (American) Wk 1,FX,G10,-,-,Options,CME,0,0
VS2,VS2,VS2,-,Swiss Franc Weekly Volatility Options (American) Wk 2,FX,G10,-,-,Options,CME,0,0
VS3,VS3,VS3,-,Swiss Franc Weekly Volatility Options (American) Wk 3,FX,G10,-,-,Options,CME,0,0
VS4,VS4,VS4,-,Swiss Franc Weekly Volatility Options (American) Wk 4,FX,G10,-,-,Options,CME,0,0
VS5,VS5,-,-,Swiss Franc Weekly Volatility Options (American) Wk 5,FX,G10,-,-,Options,CME,0,0
VXS,VXS,VXS,-,Swiss Franc Volatility Options (European),FX,G10,-,-,Options,CME,0,0
VSA,VSA,-,-,Swiss Franc Weekly Volatility Options (European) Wk 1,FX,G10,-,-,Options,CME,0,0
VSB,VSB,VSB,-,Swiss Franc Weekly Volatility Options (European) Wk 2,FX,G10,-,-,Options,CME,0,0
VSC,VSC,VSC,-,Swiss Franc Weekly Volatility Options (European) Wk 3,FX,G10,-,-,Options,CME,0,0
VSD,VSD,VSD,-,Swiss Franc Weekly Volatility Options (European) Wk 4,FX,G10,-,-,Options,CME,0,0
VSE,VSE,-,-,Swiss Franc Weekly Volatility Options (European) Wk 5,FX,G10,-,-,Options,CME,0,0
VE1,VE1,-,-,Euro FX Weekly Volatility Options (American) Wk 1,FX,G10,-,-,Options,CME,0,0
VE2,VE2,VE2,-,Euro FX Weekly Volatility Options (American) Wk 2,FX,G10,-,-,Options,CME,0,0
RE2,RE2,RE2,-,Chinese Renminbi/Euro Options Wk 2,FX,Emerging Market,-,-,Options,CME,0,0
RE3,RE3,RE3,-,Chinese Renminbi/Euro Options Wk 3,FX,Emerging Market,-,-,Options,CME,0,0
RE4,RE4,RE4,-,Chinese Renminbi/Euro Options Wk 4,FX,Emerging Market,-,-,Options,CME,0,0
RE5,RE5,-,-,Chinese Renminbi/Euro Options Wk 5,FX,Emerging Market,-,-,Options,CME,0,0
RN2,RN2,RN2,-,Chinese Renminbi/JPY Options Wk 2,FX,Emerging Market,-,-,Options,CME,0,0
RN3,RN3,RN3,-,Chinese Renminbi/JPY Options Wk 3,FX,Emerging Market,-,-,Options,CME,0,0
RN4,RN4,RN4,-,Chinese Renminbi/JPY Options Wk 4,FX,Emerging Market,-,-,Options,CME,0,0
RN5,RN5,-,-,Chinese Renminbi/JPY Options Wk 5,FX,Emerging Market,-,-,Options,CME,0,0
VA1,VA1,-,-,Australian Dollar Weekly Volatility Options (American) Wk 1,FX,G10,-,-,Options,CME,0,0
DSP,DRP,DSP,DSP,Dow Jones Palo Verde Electricity Price Index 5 MW Peak Futures,Energy,Electricity,Western Power,Monthly Peak,Futures,NYMEX,0,0
1A,6A1,1A,-,Australian Dollar/American Weekly Options Wk 1,FX,G10,-,-,Options,CME,0,0
5A,6A5,5A,-,Australian Dollar/American Weekly Options Wk 5,FX,G10,-,-,Options,CME,38,0
1B,6B1,1B,-,British Pound/American Weekly Options Wk 1,FX,G10,-,-,Options,CME,0,0
4B,6B4,4B,-,British Pound/American Weekly Options Wk 4,FX,G10,-,-,Options,CME,6,0
1C,6C1,1C,-,Canadian Dollar Weekly Options Wk 1,FX,G10,-,-,Options,CME,0,0
3C,6C3,3C,-,Canadian Dollar Weekly Options Wk 3,FX,G10,-,-,Options,CME,0,0
4C,6C4,4C,-,Canadian Dollar Weekly Options Wk 4,FX,G10,-,-,Options,CME,0,0
5C,6C5,5C,-,Canadian Dollar Weekly Options Wk 5,FX,G10,-,-,Options,CME,44,0
1X,60,1X,-,Euro FX Weekly Options Wk 1,FX,G10,-,-,Options,CME,0,0
1J,6J1,1J,-,Japanese Yen Weekly Options Wk 1,FX,G10,-,-,Options,CME,0,0
5J,6J5,5J,-,Japanese Yen Weekly Options Wk 5,FX,G10,-,-,Options,CME,233,0
1S,6S1,1S,-,Swiss Franc Weekly Options Wk 1,FX,G10,-,-,Options,CME,0,0
4S,6S4,4S,-,Swiss Franc Weekly Options Wk 4,FX,G10,-,-,Options,CME,0,0
5S,6S5,5S,-,Swiss Franc Weekly Options Wk 5,FX,G10,-,-,Options,CME,0,0
